ic_level,marker_clarity,phen_caution,mean_intervention,expected_harm,disturbance_rate,excavation_rate,avoidance_rate,mean_caution,mean_curiosity
0.15,0.08333333333333333,0.08333333333333333,0.4165365406219721,0.10404361614652632,0.02242,0.0,0.07135,0.18086242966558744,0.5081478342000257
0.15,0.08333333333333333,0.125,0.40594407395781434,0.10139807407767523,0.01544,0.0,0.08123,0.20169576299892075,0.5081478342000257
0.15,0.08333333333333333,0.16666666666666666,0.3953516072936567,0.09875253200882417,0.00983,0.0,0.09161,0.2225290963322541,0.5081478342000257
0.15,0.08333333333333333,0.20833333333333331,0.384759140629499,0.09610698993997306,0.00593,0.0,0.10362,0.24336242966558744,0.5081478342000257
0.15,0.08333333333333333,0.25,0.3741666739653413,0.09346144787112197,0.00356,0.0,0.11776,0.2641957629989208,0.5081478342000257
0.15,0.08333333333333333,0.29166666666666663,0.3635742073011836,0.09081590580227088,0.0021,0.0,0.13396,0.2850290963322541,0.5081478342000257
0.15,0.08333333333333333,0.3333333333333333,0.3529817406370259,0.08817036373341978,0.00111,0.0,0.15231,0.30586242966558747,0.5081478342000257
0.15,0.08333333333333333,0.375,0.3423892739728682,0.08552482166456869,0.00053,0.0,0.17338,0.3266957629989208,0.5081478342000257
0.15,0.08333333333333333,0.41666666666666663,0.3317968073087106,0.0828792795957176,0.0002,0.0,0.19775,0.3475290963322541,0.5081478342000257
0.15,0.08333333333333333,0.4583333333333333,0.32120434064455294,0.08023373752686651,5e-05,0.0,0.22471,0.3683624296655874,0.5081478342000257
0.15,0.08333333333333333,0.5,0.31061187398039525,0.07758819545801543,0.0,0.0,0.25652,0.3891957629989208,0.5081478342000257
0.15,0.08333333333333333,0.5416666666666666,0.30001940731623755,0.07494265338916434,0.0,0.0,0.29116,0.41002909633225404,0.5081478342000257
0.15,0.08333333333333333,0.5833333333333333,0.2894269406520799,0.07229711132031325,0.0,0.0,0.33165,0.4308624296655874,0.5081478342000257
